sex,age,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,fa_0,fa_1,fa_2,fa_3,fa_4,fa_5,fa_6,fa_7,mi_0,mi_1,mi_2,mi_3,mi_4,vt_0,vt_1,vt_2,vt_3,vt_4,vt_5,vt_6,vt_7,vt_8,vt_9,vt_10,vt_11,vt_12,vt_13,vt_14,vt_15,vt_16,vt_17,qt_0,qt_1,kbins_0,kbins_1
1.0,21,0.0,0,0,0,1,0.0,-1.1590711344546007,-0.33799346591191226,-0.5607199035399993,-0.1744344764801111,0.12867669477092922,0.0,0.0,0.0,-1.1590711344546007,-0.33799346591191226,-0.5607199035399993,-0.1744344764801111,0.12867669477092922,1.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1590711344546007,-0.33799346591191226,-0.5607199035399993,-0.1744344764801111,0.12867669477092922,-1.1590711344546007,-0.33799346591191226,-0.5607199035399993,-0.1744344764801111,0.12867669477092922,0.050050050050050046,0.39239239239239243,0.0,0.0
1.0,38,2.0,0,0,0,5,0.0,0.2682647684464746,0.26371592792947135,0.39818626203846985,-0.12290126762713335,0.13028179055089326,0.0,0.0,0.0,0.2682647684464746,0.26371592792947135,0.39818626203846985,-0.12290126762713335,0.13028179055089326,1.0,38.0,2.0,0.0,0.0,0.0,5.0,0.0,0.2682647684464746,0.26371592792947135,0.39818626203846985,-0.12290126762713335,0.13028179055089326,0.2682647684464746,0.26371592792947135,0.39818626203846985,-0.12290126762713335,0.13028179055089326,0.6786786786786787,0.7622622622622622,1.0,0.0
1.0,43,0.0,0,0,0,5,1.0,0.689041846673452,0.20395202091121545,-0.6066409807049482,-0.03404611859906141,-0.10990535522371746,0.0,0.0,0.0,0.689041846673452,0.20395202091121545,-0.6066409807049482,-0.03404611859906141,-0.10990535522371746,1.0,43.0,0.0,0.0,0.0,0.0,5.0,1.0,0.689041846673452,0.20395202091121545,-0.6066409807049482,-0.03404611859906141,-0.10990535522371746,0.689041846673452,0.20395202091121545,-0.6066409807049482,-0.03404611859906141,-0.10990535522371746,0.7607607607607607,0.7622622622622622,1.0,0.0
1.0,44,0.0,0,0,0,24,1.0,0.7548298580596782,3.995584274096893,0.007732095014706075,-0.5076092781813998,-0.28729803559634437,0.0,0.0,0.0,0.7548298580596782,3.995584274096893,0.007732095014706075,-0.5076092781813998,-0.28729803559634437,1.0,44.0,0.0,0.0,0.0,0.0,24.0,1.0,0.7548298580596782,3.995584274096893,0.007732095014706075,-0.5076092781813998,-0.28729803559634437,0.7548298580596782,3.995584274096893,0.007732095014706075,-0.5076092781813998,-0.28729803559634437,0.7762762762762763,0.9924924924924925,1.0,3.0
0.0,59,0.0,0,0,0,0,1.0,2.039663546930969,-0.9834616359712837,-0.9306710473257956,0.057785553297095525,-0.359944421282761,0.0,0.0,0.0,2.039663546930969,-0.9834616359712837,-0.9306710473257956,0.057785553297095525,-0.359944421282761,0.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,2.039663546930969,-0.9834616359712837,-0.9306710473257956,0.057785553297095525,-0.359944421282761,2.039663546930969,-0.9834616359712837,-0.9306710473257956,0.057785553297095525,-0.359944421282761,0.95995995995996,0.0,2.0,0.0
1.0,33,0.0,0,0,0,8,0.0,-0.15662443933227135,0.9305625497180311,-0.4473777741723043,-0.2540523792800082,0.08462306051487302,0.0,0.0,0.0,-0.15662443933227135,0.9305625497180311,-0.4473777741723043,-0.2540523792800082,0.08462306051487302,1.0,33.0,0.0,0.0,0.0,0.0,8.0,0.0,-0.15662443933227135,0.9305625497180311,-0.4473777741723043,-0.2540523792800082,0.08462306051487302,-0.15662443933227135,0.9305625497180311,-0.4473777741723043,-0.2540523792800082,0.08462306051487302,0.5505505505505506,0.8633633633633634,0.0,1.0
1.0,35,2.0,0,0,0,0,1.0,0.022566151546797256,-0.7197129848859223,0.2995301793887742,0.041800262257243814,-0.06918856723399694,0.0,0.0,0.0,0.022566151546797256,-0.7197129848859223,0.2995301793887742,0.041800262257243814,-0.06918856723399694,1.0,35.0,2.0,0.0,0.0,0.0,0.0,1.0,0.022566151546797256,-0.7197129848859223,0.2995301793887742,0.041800262257243814,-0.06918856723399694,0.022566151546797256,-0.7197129848859223,0.2995301793887742,0.041800262257243814,-0.06918856723399694,0.6076076076076076,0.0,1.0,0.0
1.0,23,3.0,0,0,0,0,0.0,-0.9876572691965285,-0.5770763094842851,0.8760247146844026,-0.11129650060256058,0.15407737683698491,0.0,0.0,0.0,-0.9876572691965285,-0.5770763094842851,0.8760247146844026,-0.11129650060256058,0.15407737683698491,1.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.9876572691965285,-0.5770763094842851,0.8760247146844026,-0.11129650060256058,0.15407737683698491,-0.9876572691965285,-0.5770763094842851,0.8760247146844026,-0.11129650060256058,0.15407737683698491,0.13613613613613612,0.0,0.0,0.0
0.0,30,0.0,0,0,0,1,0.0,-0.4019641431825269,-0.44745605745365713,-0.6525081086192157,-0.26645399828571464,-0.1813460845608771,0.0,0.0,0.0,-0.4019641431825269,-0.44745605745365713,-0.6525081086192157,-0.26645399828571464,-0.1813460845608771,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4019641431825269,-0.44745605745365713,-0.6525081086192157,-0.26645399828571464,-0.1813460845608771,-0.4019641431825269,-0.44745605745365713,-0.6525081086192157,-0.26645399828571464,-0.1813460845608771,0.44544544544544545,0.39239239239239243,0.0,0.0
1.0,24,0.0,0,1,2,2,1.0,-0.9116864120890704,-0.15443407396636474,-0.5511009690935899,1.524847426031878,-0.11685006742432236,0.0,0.0,0.0,-0.9116864120890704,-0.15443407396636474,-0.5511009690935899,1.524847426031878,-0.11685006742432236,1.0,24.0,0.0,0.0,1.0,2.0,2.0,1.0,-0.9116864120890704,-0.15443407396636474,-0.5511009690935899,1.524847426031878,-0.11685006742432236,-0.9116864120890704,-0.15443407396636474,-0.5511009690935899,1.524847426031878,-0.11685006742432236,0.1841841841841842,0.546046046046046,0.0,0.0
0.0,20,2.0,0,0,0,0,0.0,-1.2404937047761124,-0.5484882712098249,0.4044809757332189,-0.30833143632764154,-0.18202338500712267,0.0,0.0,0.0,-1.2404937047761124,-0.5484882712098249,0.4044809757332189,-0.30833143632764154,-0.18202338500712267,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.2404937047761124,-0.5484882712098249,0.4044809757332189,-0.30833143632764154,-0.18202338500712267,-1.2404937047761124,-0.5484882712098249,0.4044809757332189,-0.30833143632764154,-0.18202338500712267,0.017017017017017015,0.0,0.0,0.0
1.0,20,2.0,0,0,0,0,1.0,-1.2389251014591312,-0.5541794005874502,0.44526170011624316,-0.08052113800599081,-0.09665890966001416,0.0,0.0,0.0,-1.2389251014591312,-0.5541794005874502,0.44526170011624316,-0.08052113800599081,-0.09665890966001416,1.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.2389251014591312,-0.5541794005874502,0.44526170011624316,-0.08052113800599081,-0.09665890966001416,-1.2389251014591312,-0.5541794005874502,0.44526170011624316,-0.08052113800599081,-0.09665890966001416,0.017017017017017015,0.0,0.0,0.0
0.0,23,0.0,0,0,0,0,1.0,-0.9879154602832594,-0.5861810336549511,-0.5809153975798701,-0.23578580733466753,-0.42587324310520236,0.0,0.0,0.0,-0.9879154602832594,-0.5861810336549511,-0.5809153975798701,-0.23578580733466753,-0.42587324310520236,0.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9879154602832594,-0.5861810336549511,-0.5809153975798701,-0.23578580733466753,-0.42587324310520236,-0.9879154602832594,-0.5861810336549511,-0.5809153975798701,-0.23578580733466753,-0.42587324310520236,0.13613613613613612,0.0,0.0,0.0
1.0,57,3.0,0,0,0,1,1.0,1.8725399888858725,-0.7679789257008152,0.6149781298161914,0.20300970163642731,-0.03422986713247518,0.0,0.0,0.0,1.8725399888858725,-0.7679789257008152,0.6149781298161914,0.20300970163642731,-0.03422986713247518,1.0,57.0,3.0,0.0,0.0,0.0,1.0,1.0,1.8725399888858725,-0.7679789257008152,0.6149781298161914,0.20300970163642731,-0.03422986713247518,1.8725399888858725,-0.7679789257008152,0.6149781298161914,0.20300970163642731,-0.03422986713247518,0.9474474474474475,0.39239239239239243,2.0,0.0
1.0,32,0.0,0,0,0,1,0.0,-0.23397754891692019,-0.45938476106412507,-0.6675896854068099,-0.08473211628707233,0.14882161255000853,0.0,0.0,0.0,-0.23397754891692019,-0.45938476106412507,-0.6675896854068099,-0.08473211628707233,0.14882161255000853,1.0,32.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.23397754891692019,-0.45938476106412507,-0.6675896854068099,-0.08473211628707233,0.14882161255000853,-0.23397754891692019,-0.45938476106412507,-0.6675896854068099,-0.08473211628707233,0.14882161255000853,0.5195195195195195,0.39239239239239243,0.0,0.0
1.0,25,0.0,0,0,0,4,0.0,-0.8255647415359593,0.2182854805427089,-0.5010413512793704,-0.21787616055726586,0.10770358733349432,0.0,0.0,0.0,-0.8255647415359593,0.2182854805427089,-0.5010413512793704,-0.21787616055726586,0.10770358733349432,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,-0.8255647415359593,0.2182854805427089,-0.5010413512793704,-0.21787616055726586,0.10770358733349432,-0.8255647415359593,0.2182854805427089,-0.5010413512793704,-0.21787616055726586,0.10770358733349432,0.23173173173173173,0.7112112112112112,0.0,0.0
1.0,45,0.0,0,0,0,0,0.0,0.8602786285380863,-0.8029876126564275,-0.8267371004110454,0.0466333386568479,0.18206208668068108,0.0,0.0,0.0,0.8602786285380863,-0.8029876126564275,-0.8267371004110454,0.0466333386568479,0.18206208668068108,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8602786285380863,-0.8029876126564275,-0.8267371004110454,0.0466333386568479,0.18206208668068108,0.8602786285380863,-0.8029876126564275,-0.8267371004110454,0.0466333386568479,0.18206208668068108,0.7912912912912913,0.0,1.0,0.0
0.0,41,2.0,0,0,0,0,1.0,0.5273748922176859,-0.7960688595679727,0.23688827845505164,-0.07468353960100671,-0.3847054150510067,0.0,0.0,0.0,0.5273748922176859,-0.7960688595679727,0.23688827845505164,-0.07468353960100671,-0.3847054150510067,0.0,41.0,2.0,0.0,0.0,0.0,0.0,1.0,0.5273748922176859,-0.7960688595679727,0.23688827845505164,-0.07468353960100671,-0.3847054150510067,0.5273748922176859,-0.7960688595679727,0.23688827845505164,-0.07468353960100671,-0.3847054150510067,0.7292292292292293,0.0,1.0,0.0
1.0,26,0.0,0,0,0,1,0.0,-0.7385740501192916,-0.39317132734473625,-0.6092970771158223,-0.1336606763923662,0.13783347557960166,0.0,0.0,0.0,-0.7385740501192916,-0.39317132734473625,-0.6092970771158223,-0.1336606763923662,0.13783347557960166,1.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7385740501192916,-0.39317132734473625,-0.6092970771158223,-0.1336606763923662,0.13783347557960166,-0.7385740501192916,-0.39317132734473625,-0.6092970771158223,-0.1336606763923662,0.13783347557960166,0.2777777777777778,0.39239239239239243,0.0,0.0
1.0,22,5.0,0,0,0,0,0.0,-1.0702558371697595,-0.5772882619525758,1.8784216503074513,-0.10513467320233023,0.1604494378182254,0.0,0.0,0.0,-1.0702558371697595,-0.5772882619525758,1.8784216503074513,-0.10513467320233023,0.1604494378182254,1.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,-1.0702558371697595,-0.5772882619525758,1.8784216503074513,-0.10513467320233023,0.1604494378182254,-1.0702558371697595,-0.5772882619525758,1.8784216503074513,-0.10513467320233023,0.1604494378182254,0.0920920920920921,0.0,0.0,0.0
1.0,29,1.0,0,0,0,0,0.0,-0.4845616168879886,-0.6320422184488185,-0.1749493945144697,-0.07668452791504608,0.15686209666441683,0.0,0.0,0.0,-0.4845616168879886,-0.6320422184488185,-0.1749493945144697,-0.07668452791504608,0.15686209666441683,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4845616168879886,-0.6320422184488185,-0.1749493945144697,-0.07668452791504608,0.15686209666441683,-0.4845616168879886,-0.6320422184488185,-0.1749493945144697,-0.07668452791504608,0.15686209666441683,0.4034034034034034,0.0,0.0,0.0
1.0,23,0.0,0,0,0,3,0.0,-0.9927998170868808,0.04021621324887833,-0.514457245556137,-0.20883210587658022,0.11347371903814965,0.0,0.0,0.0,-0.9927998170868808,0.04021621324887833,-0.514457245556137,-0.20883210587658022,0.11347371903814965,1.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.9927998170868808,0.04021621324887833,-0.514457245556137,-0.20883210587658022,0.11347371903814965,-0.9927998170868808,0.04021621324887833,-0.514457245556137,-0.20883210587658022,0.11347371903814965,0.13613613613613612,0.6436436436436437,0.0,0.0
1.0,30,0.0,0,0,1,6,1.0,-0.4071351143873687,0.554068522708616,-0.45478515892029575,0.37168797461133807,-0.13193977694241624,0.0,0.0,0.0,-0.4071351143873687,0.554068522708616,-0.45478515892029575,0.37168797461133807,-0.13193977694241624,1.0,30.0,0.0,0.0,0.0,1.0,6.0,1.0,-0.4071351143873687,0.554068522708616,-0.45478515892029575,0.37168797461133807,-0.13193977694241624,-0.4071351143873687,0.554068522708616,-0.45478515892029575,0.37168797461133807,-0.13193977694241624,0.44544544544544545,0.8033033033033032,0.0,0.0
1.0,57,0.0,0,0,0,8,1.0,1.8635424082627128,0.6498752445001889,-0.6441167755959654,0.004059797499273575,-0.11256490104380759,0.0,0.0,0.0,1.8635424082627128,0.6498752445001889,-0.6441167755959654,0.004059797499273575,-0.11256490104380759,1.0,57.0,0.0,0.0,0.0,0.0,8.0,1.0,1.8635424082627128,0.6498752445001889,-0.6441167755959654,0.004059797499273575,-0.11256490104380759,1.8635424082627128,0.6498752445001889,-0.6441167755959654,0.004059797499273575,-0.11256490104380759,0.9474474474474475,0.8633633633633634,2.0,1.0
1.0,24,2.0,0,0,0,0,0.0,-0.9043082767763825,-0.5824881193934224,0.3699685295152956,-0.11030003429390128,0.1518070244272319,0.0,0.0,0.0,-0.9043082767763825,-0.5824881193934224,0.3699685295152956,-0.11030003429390128,0.1518070244272319,1.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.9043082767763825,-0.5824881193934224,0.3699685295152956,-0.11030003429390128,0.1518070244272319,-0.9043082767763825,-0.5824881193934224,0.3699685295152956,-0.11030003429390128,0.1518070244272319,0.1841841841841842,0.0,0.0,0.0
1.0,46,0.0,0,0,0,13,0.0,0.931849189023524,1.7878021693274893,-0.40944460693396556,-0.2748083726307892,0.061266470476799874,0.0,0.0,0.0,0.931849189023524,1.7878021693274893,-0.40944460693396556,-0.2748083726307892,0.061266470476799874,1.0,46.0,0.0,0.0,0.0,0.0,13.0,0.0,0.931849189023524,1.7878021693274893,-0.40944460693396556,-0.2748083726307892,0.061266470476799874,0.931849189023524,1.7878021693274893,-0.40944460693396556,-0.2748083726307892,0.061266470476799874,0.8058058058058057,0.9429429429429429,1.0,1.0
0.0,27,2.0,0,0,0,6,0.0,-0.657580335805891,0.5751051939859825,0.533553514969641,-0.4033695644995,-0.22580095604372707,0.0,0.0,0.0,-0.657580335805891,0.5751051939859825,0.533553514969641,-0.4033695644995,-0.22580095604372707,0.0,27.0,2.0,0.0,0.0,0.0,6.0,0.0,-0.657580335805891,0.5751051939859825,0.533553514969641,-0.4033695644995,-0.22580095604372707,-0.657580335805891,0.5751051939859825,0.533553514969641,-0.4033695644995,-0.22580095604372707,0.32182182182182184,0.8033033033033032,0.0,0.0
1.0,34,2.0,0,0,0,4,0.0,-0.06716914083857103,0.10771780520877038,0.4042012371920325,-0.13016673298154574,0.13238920993207962,0.0,0.0,0.0,-0.06716914083857103,0.10771780520877038,0.4042012371920325,-0.13016673298154574,0.13238920993207962,1.0,34.0,2.0,0.0,0.0,0.0,4.0,0.0,-0.06716914083857103,0.10771780520877038,0.4042012371920325,-0.13016673298154574,0.13238920993207962,-0.06716914083857103,0.10771780520877038,0.4042012371920325,-0.13016673298154574,0.13238920993207962,0.5805805805805806,0.7112112112112112,1.0,0.0
1.0,35,3.0,0,0,0,0,0.0,0.021535733208213875,-0.7095031769230626,0.7594394981024275,-0.013439380391972894,0.1760536507777987,0.0,0.0,0.0,0.021535733208213875,-0.7095031769230626,0.7594394981024275,-0.013439380391972894,0.1760536507777987,1.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.021535733208213875,-0.7095031769230626,0.7594394981024275,-0.013439380391972894,0.1760536507777987,0.021535733208213875,-0.7095031769230626,0.7594394981024275,-0.013439380391972894,0.1760536507777987,0.6076076076076076,0.0,1.0,0.0
1.0,23,0.0,0,0,0,2,0.0,-0.9918360589036791,-0.1599241986180818,-0.5473040092632327,-0.18347853116079668,0.12290656306627393,0.0,0.0,0.0,-0.9918360589036791,-0.1599241986180818,-0.5473040092632327,-0.18347853116079668,0.12290656306627393,1.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.9918360589036791,-0.1599241986180818,-0.5473040092632327,-0.18347853116079668,0.12290656306627393,-0.9918360589036791,-0.1599241986180818,-0.5473040092632327,-0.18347853116079668,0.12290656306627393,0.13613613613613612,0.546046046046046,0.0,0.0
1.0,50,2.0,0,0,0,3,1.0,1.2811661300031207,-0.2848253335835138,0.2523389497825924,0.08806093837312785,-0.07001675689235258,0.0,0.0,0.0,1.2811661300031207,-0.2848253335835138,0.2523389497825924,0.08806093837312785,-0.07001675689235258,1.0,50.0,2.0,0.0,0.0,0.0,3.0,1.0,1.2811661300031207,-0.2848253335835138,0.2523389497825924,0.08806093837312785,-0.07001675689235258,1.2811661300031207,-0.2848253335835138,0.2523389497825924,0.08806093837312785,-0.07001675689235258,0.8593593593593594,0.6436436436436437,2.0,0.0
1.0,26,2.0,0,0,0,0,0.0,-0.7361094430422588,-0.6045592639665517,0.3505376600849664,-0.09399051425880335,0.15546973675070086,0.0,0.0,0.0,-0.7361094430422588,-0.6045592639665517,0.3505376600849664,-0.09399051425880335,0.15546973675070086,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.7361094430422588,-0.6045592639665517,0.3505376600849664,-0.09399051425880335,0.15546973675070086,-0.7361094430422588,-0.6045592639665517,0.3505376600849664,-0.09399051425880335,0.15546973675070086,0.2777777777777778,0.0,0.0,0.0
1.0,34,3.0,0,0,0,1,0.0,-0.0635274418420499,-0.49832719276953774,0.8020016965246878,-0.04694771512530541,0.16478945058793992,0.0,0.0,0.0,-0.0635274418420499,-0.49832719276953774,0.8020016965246878,-0.04694771512530541,0.16478945058793992,1.0,34.0,3.0,0.0,0.0,0.0,1.0,0.0,-0.0635274418420499,-0.49832719276953774,0.8020016965246878,-0.04694771512530541,0.16478945058793992,-0.0635274418420499,-0.49832719276953774,0.8020016965246878,-0.04694771512530541,0.16478945058793992,0.5805805805805806,0.39239239239239243,1.0,0.0
1.0,22,0.0,0,0,0,3,1.0,-1.0751183911684437,0.035418215195155846,-0.46831037910068324,-0.15458892953602282,-0.129498146563893,0.0,0.0,0.0,-1.0751183911684437,0.035418215195155846,-0.46831037910068324,-0.15458892953602282,-0.129498146563893,1.0,22.0,0.0,0.0,0.0,0.0,3.0,1.0,-1.0751183911684437,0.035418215195155846,-0.46831037910068324,-0.15458892953602282,-0.129498146563893,-1.0751183911684437,0.035418215195155846,-0.46831037910068324,-0.15458892953602282,-0.129498146563893,0.0920920920920921,0.6436436436436437,0.0,0.0
1.0,39,0.0,0,0,0,1,0.0,0.3547183691525131,-0.5366337670700786,-0.735597728412962,-0.027648796164229508,0.1616411056821499,0.0,0.0,0.0,0.3547183691525131,-0.5366337670700786,-0.735597728412962,-0.027648796164229508,0.1616411056821499,1.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3547183691525131,-0.5366337670700786,-0.735597728412962,-0.027648796164229508,0.1616411056821499,0.3547183691525131,-0.5366337670700786,-0.735597728412962,-0.027648796164229508,0.1616411056821499,0.6976976976976977,0.39239239239239243,1.0,0.0
1.0,28,0.0,0,0,1,12,1.0,-0.5811164972207038,1.7769821384835065,-0.23827370724739214,0.20325700628153884,-0.1921995534346309,0.0,0.0,0.0,-0.5811164972207038,1.7769821384835065,-0.23827370724739214,0.20325700628153884,-0.1921995534346309,1.0,28.0,0.0,0.0,0.0,1.0,12.0,1.0,-0.5811164972207038,1.7769821384835065,-0.23827370724739214,0.20325700628153884,-0.1921995534346309,-0.5811164972207038,1.7769821384835065,-0.23827370724739214,0.20325700628153884,-0.1921995534346309,0.3633633633633634,0.9314314314314314,0.0,1.0
0.0,29,0.0,0,0,0,1,0.0,-0.4860635600495887,-0.4364204851670924,-0.642792673904051,-0.27460875830326364,-0.18317744072261158,0.0,0.0,0.0,-0.4860635600495887,-0.4364204851670924,-0.642792673904051,-0.27460875830326364,-0.18317744072261158,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4860635600495887,-0.4364204851670924,-0.642792673904051,-0.27460875830326364,-0.18317744072261158,-0.4860635600495887,-0.4364204851670924,-0.642792673904051,-0.27460875830326364,-0.18317744072261158,0.4034034034034034,0.39239239239239243,0.0,0.0
1.0,21,0.0,0,0,0,0,0.0,-1.158107376271399,-0.5381338777788724,-0.5935666672470951,-0.1490809017643275,0.13810953879905352,0.0,0.0,0.0,-1.158107376271399,-0.5381338777788724,-0.5935666672470951,-0.1490809017643275,0.13810953879905352,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.158107376271399,-0.5381338777788724,-0.5935666672470951,-0.1490809017643275,0.13810953879905352,-1.158107376271399,-0.5381338777788724,-0.5935666672470951,-0.1490809017643275,0.13810953879905352,0.050050050050050046,0.0,0.0,0.0
